date,chlorophyll_a,temperature,dissolved_oxygen,pH,Salinity,Turbidity,conductivity
2023-11-18 05:00:00,1.715,24.472,6.026,8.025,35.846,4.235250000000001,54.187
2023-11-18 05:30:00,1.235,24.456,6.0355,8.014,35.846,4.1150625000000005,54.186
2023-11-18 06:00:00,1.406,24.427,6.045,8.026,35.84,3.994875,54.178
2023-11-18 06:30:00,1.364,24.389,6.119,8.031,35.862,3.8746875,54.206
2023-11-18 07:00:00,1.496,24.382,6.078,8.026,35.858,3.7545,54.201
2023-11-18 07:30:00,1.275,24.365,6.116,8.029,35.846,3.6343125,54.184
2023-11-18 08:00:00,2.106,24.396,6.262,8.032,35.831,3.514125,54.164
2023-11-18 08:30:00,2.033,24.457,6.345,8.03,35.864,3.3939375000000003,54.211
2023-11-18 09:00:00,1.827,24.62,6.515,8.029,35.876,3.27375,54.232
2023-11-18 09:30:00,2.379,24.451,6.466,8.019,35.834,3.0934687500000004,54.17
2023-11-18 10:00:00,2.282,24.622,6.641,8.031,35.879,2.9131875000000003,54.235
2023-11-18 10:30:00,1.968,24.857,6.745,8.042,35.881,2.793,54.246
2023-11-18 11:00:00,2.529,24.817,6.867,8.045,35.875,3.2385,54.236
2023-11-18 11:30:00,2.541,24.904,6.982,8.047,35.909,3.684,54.284
2023-11-18 12:00:00,2.136,24.875,6.957,8.048,35.921,3.38,54.299
2023-11-18 12:30:00,2.902,24.881,7.103,8.056,35.914,3.076,54.291
2023-11-18 13:00:00,2.496,24.925,7.122,8.057,35.913,3.5656666666666665,54.29
2023-11-18 13:30:00,2.973,24.944,7.22,8.062,35.948,4.0553333333333335,54.338
2023-11-18 14:00:00,3.289,24.946,7.3,8.064,35.941,4.545,54.329
2023-11-18 14:30:00,2.682,25.001,7.351,8.068,35.933,4.9465,54.32
2023-11-18 15:00:00,2.586,25.031,7.369,8.065,35.961,5.348,54.358
2023-11-18 15:30:00,3.536,25.08,7.521,8.074,35.953,5.3389444444444445,54.349
2023-11-18 16:00:00,3.164,25.076,7.543,8.075,35.951,5.329888888888889,54.346
2023-11-18 16:30:00,3.916,25.049,7.527,8.076,35.952,5.320833333333333,54.346
2023-11-18 17:00:00,3.121,25.044,7.525,8.07,35.961,5.3117777777777775,54.359
2023-11-18 17:30:00,3.627,25.014,7.29,8.058,35.985,5.302722222222222,54.389
2023-11-18 18:00:00,2.696,24.995,7.061,8.057,35.977,5.293666666666667,54.379
2023-11-18 18:30:00,1.697,24.936,6.555,8.024,35.972,5.284611111111111,54.371
2023-11-18 19:00:00,6.032,24.871,6.871,8.068,35.949,5.275555555555555,54.337
2023-11-18 19:30:00,2.428,24.853,6.797,8.042,35.943,5.2665,54.329
2023-11-18 20:00:00,2.968,24.826,6.931,8.053,35.947,5.257444444444444,54.333
2023-11-18 20:30:00,2.215,24.776,6.757,8.039,35.946,5.248388888888889,54.33
2023-11-18 21:00:00,2.573,24.746,7.005,8.051,35.948,5.239333333333333,54.332
2023-11-18 21:30:00,2.755,24.664,6.847,8.047,35.948,5.230277777777777,54.33
2023-11-18 22:00:00,2.711,24.546,6.745,8.047,35.942,5.221222222222222,54.319
2023-11-18 22:30:00,3.164,24.409,6.661,8.04,35.959,5.212166666666667,54.336
2023-11-18 23:00:00,3.28,24.282,6.784,8.048,35.965,5.203111111111111,54.341
2023-11-18 23:30:00,1.99,24.199,6.503,8.036,35.987,5.194055555555555,54.369
2023-11-19 00:00:00,2.506,24.262,6.597,8.044,35.986,5.185,54.369
2023-11-19 00:30:00,3.187,24.264,6.333,8.033,35.97,5.175944444444444,54.347
2023-11-19 01:00:00,1.756,24.242,6.073,8.015,35.961,5.166888888888889,54.336
2023-11-19 01:30:00,1.478,24.244,6.338,8.029,35.965,5.1578333333333335,54.341
2023-11-19 02:00:00,1.521,24.231,6.259333333333333,8.015,35.985,5.148777777777777,54.367
2023-11-19 02:30:00,1.665,24.234,6.180666666666667,7.986,35.959,5.139722222222222,54.331
2023-11-19 03:00:00,0.989,24.216,6.102,8.018,35.921,5.1306666666666665,54.281
2023-11-19 03:30:00,1.54,24.202,6.1105,8.019,35.894,5.121611111111111,54.245
2023-11-19 04:00:00,1.128,24.179,6.119,8.017,35.855,5.112555555555556,54.19
2023-11-19 04:30:00,1.789,24.157,6.213,8.024,35.93,5.1035,54.291
2023-11-19 05:00:00,0.833,24.113,6.1788,8.007,35.87,5.094444444444444,54.209
2023-11-19 05:30:00,0.854,24.111,6.1446,7.995,35.827,5.085388888888889,54.151
2023-11-19 06:00:00,1.401,24.096,6.1104,7.989,35.903,5.076333333333333,54.253
2023-11-19 06:30:00,0.718,24.084,6.0762,7.952,35.879,5.067277777777777,54.221
2023-11-19 07:00:00,2.567,24.141,6.042,8.03,35.924,5.058222222222222,54.283
2023-11-19 07:30:00,2.524,24.16,6.0745000000000005,8.014,35.922,5.049166666666666,54.281
2023-11-19 08:00:00,2.379,24.21,6.107,8.019,35.908,5.040111111111111,54.263
2023-11-19 08:30:00,1.286,24.284,6.425,8.034,35.897,5.031055555555556,54.25
2023-11-19 09:00:00,0.86,24.362,6.443,8.027,35.935,5.022,54.303
2023-11-19 09:30:00,1.484,24.534,6.59,8.035,35.835,5.008416666666666,54.174
2023-11-19 10:00:00,2.201,24.617,6.778,8.041,35.833,4.994833333333333,54.173
2023-11-19 10:30:00,2.636,24.657,6.704,8.037,35.805,4.985777777777778,54.137
2023-11-19 11:00:00,2.618,24.631,6.732,8.045,35.94,4.976722222222222,54.318
2023-11-19 11:30:00,1.767,24.791,6.958,8.046,35.921,4.967666666666666,54.298
2023-11-19 12:00:00,2.146,24.978,6.955,8.045,35.811,4.958611111111111,54.155
2023-11-19 12:30:00,3.426,24.938,6.813,8.053,35.872,4.949555555555556,54.236
2023-11-19 13:00:00,2.572,25.029,6.973,8.047,35.97,4.9405,54.37
2023-11-19 13:30:00,3.073,25.158,6.975,8.053,35.878,4.931444444444444,54.251
2023-11-19 14:00:00,2.478,25.252,6.999,8.046,35.923,4.9223888888888885,54.314
2023-11-19 14:30:00,1.957,25.252,7.044,8.065,35.878,4.913333333333333,54.254
2023-11-19 15:00:00,3.22,25.355,7.335,8.064,35.897,4.904277777777778,54.282
2023-11-19 15:30:00,4.246,25.389,7.735,8.082,35.876,4.895222222222222,54.255
2023-11-19 16:00:00,3.155,25.458,7.48,8.077,35.943,4.886166666666666,54.348
2023-11-19 16:30:00,3.641,25.541,7.524,8.065,35.921,4.877111111111111,54.321
2023-11-19 17:00:00,2.967,25.521,7.398,8.069,35.984,4.868055555555555,54.404
2023-11-19 17:30:00,2.975,25.456,7.32,8.055,35.980000000000004,4.859,54.503
2023-11-19 18:00:00,2.424,25.442,7.234,8.063,35.976,4.849944444444445,54.511
2023-11-19 18:30:00,2.814,25.416,7.041,8.043,35.972,4.840888888888888,54.53
2023-11-19 19:00:00,3.718,25.332,6.963,8.059,35.968,4.831833333333333,54.377
2023-11-19 19:30:00,2.6,25.3,6.824,8.039,35.967600000000004,4.822777777777778,54.516
2023-11-19 20:00:00,5.606,25.16,6.997,8.061,35.967200000000005,4.813722222222222,54.471
2023-11-19 20:30:00,3.345,25.147,6.756,8.049,35.9668,4.804666666666666,54.422
2023-11-19 21:00:00,2.134,25.099,6.76,8.037,35.9664,4.795611111111111,54.464
2023-11-19 21:30:00,2.111,25.018,6.356,8.041,35.966,4.786555555555555,54.364
2023-11-19 22:00:00,1.992,24.956,6.153,8.008,35.926,4.7775,54.308
2023-11-19 22:30:00,3.404,24.875,6.196,8.026,35.954,4.7684444444444445,54.345
2023-11-19 23:00:00,5.357,24.891,6.405,8.035,35.94733333333333,4.759388888888888,54.487
2023-11-19 23:30:00,4.763,25.062,6.32,8.018,35.940666666666665,4.750333333333333,54.643
2023-11-20 00:00:00,4.753,24.982,6.608,8.042,35.934,4.7412777777777775,54.575
2023-11-20 00:30:00,3.204,24.946,6.589,8.035,35.92733333333334,4.732222222222222,54.576
2023-11-20 01:00:00,2.773,24.834,6.438,8.028,35.92066666666667,4.723166666666667,54.494
2023-11-20 01:30:00,3.793,24.794,6.535,8.039,35.914,4.714111111111111,54.288
2023-11-20 02:00:00,3.578,24.784,6.307,8.024,35.9078,4.705055555555555,54.481
2023-11-20 02:30:00,1.701,24.759,6.079,8.007,35.9016,4.696,54.476
2023-11-20 03:00:00,1.747,24.798,6.1165,7.996,35.8954,4.686944444444444,54.555
2023-11-20 03:30:00,1.6,24.791,6.154,8.019,35.8892,4.677888888888889,54.51
2023-11-20 04:00:00,1.976,24.698,6.041,7.996,35.883,4.668833333333333,54.244
2023-11-20 04:30:00,2.152,24.704,6.045,8.001,35.927,4.659777777777777,54.486
2023-11-20 05:00:00,3.23,24.667,6.049,7.996,35.971,4.650722222222222,54.361
2023-11-20 05:30:00,1.99,24.623,6.053000000000001,7.993,35.884,4.641666666666667,54.242
2023-11-20 06:00:00,2.157,24.59,6.057,7.979,35.875,4.63261111111111,54.229
2023-11-20 06:30:00,2.316,24.64,6.061,7.988,35.887,4.623555555555555,54.246
2023-11-20 07:00:00,1.384,24.686,6.065,7.973,35.905,4.6145,54.272
2023-11-20 07:30:00,3.39,24.701,6.069000000000001,7.994,35.909,4.605444444444444,54.278
2023-11-20 08:00:00,1.454,24.708,6.073,7.994,35.975,4.596388888888889,54.368
2023-11-20 08:30:00,2.468,24.718,6.077,7.992,35.956,4.5873333333333335,54.341
2023-11-20 09:00:00,2.251,24.726,6.081,7.992,35.976,4.578277777777777,54.37
2023-11-20 09:30:00,3.532,24.73,6.052,8.01,35.907,4.564694444444444,54.276
2023-11-20 10:00:00,2.655,24.651,6.016,8.006,35.921,4.551111111111111,54.294
2023-11-20 10:30:00,4.753,24.656,6.198,8.012,35.907,4.542055555555555,54.275
2023-11-20 11:00:00,4.316,24.579,6.319,8.013,35.915,4.533,54.282
2023-11-20 11:30:00,4.054,24.481,6.572,8.027,35.911,4.523944444444444,54.274
2023-11-20 12:00:00,7.069,24.442,6.84,8.05,35.857,4.514888888888889,54.201
2023-11-20 12:30:00,6.129,24.482,6.781,8.051,35.88,4.505833333333333,54.233
2023-11-20 13:00:00,6.399,24.466,6.827,8.051,35.9,4.496777777777777,54.26
2023-11-20 13:30:00,6.075,24.477,6.598,8.037,35.922666666666665,4.487722222222222,54.428
2023-11-20 14:00:00,4.985,24.416,6.754,8.045,35.94533333333334,4.478666666666666,54.577
2023-11-20 14:30:00,2.932,24.42,6.49,8.032,35.968,4.469611111111111,54.349
2023-11-20 15:00:00,2.923,24.402,6.39,8.02,35.9652,4.460555555555555,54.582
2023-11-20 15:30:00,3.109,24.438,6.37,8.034,35.9624,4.451499999999999,54.577
2023-11-20 16:00:00,1.843,24.395,6.3226,7.997,35.9596,4.442444444444444,54.531
2023-11-20 16:30:00,2.276,24.397,6.2752,7.99,35.9568,4.433388888888889,54.622
2023-11-20 17:00:00,3.019,24.371,6.2278,7.981,35.954,4.424333333333333,54.62
2023-11-20 17:30:00,3.81,24.35,6.1804,7.986,35.9512,4.415277777777778,54.619
2023-11-20 18:00:00,5.278,24.275,6.133,8.01,35.9484,4.406222222222222,54.527
2023-11-20 18:30:00,2.808,24.275,6.131625,7.999,35.9456,4.397166666666666,54.617
2023-11-20 19:00:00,2.87,24.291,6.13025,7.978,35.9428,4.388111111111111,54.568
2023-11-20 19:30:00,3.79,24.252,6.128875,7.997,35.94,4.379055555555556,54.308
2023-11-20 20:00:00,2.548,24.23,6.1275,7.981,35.997,4.369999999999999,54.383
2023-11-20 20:30:00,2.743,24.27,6.126125,7.987,35.931333333333335,4.360944444444444,54.669
2023-11-20 21:00:00,3.628,24.181,6.12475,7.967,35.86566666666666,4.3518888888888885,54.569
2023-11-20 21:30:00,2.257,24.22,6.123375,7.97,35.8,4.342833333333333,54.119
2023-11-20 22:00:00,0.923,24.2,6.122,7.964,35.882,4.333777777777778,54.227
2023-11-20 22:30:00,0.702,24.172,6.120625,7.963,35.836,4.324722222222222,54.166
2023-11-20 23:00:00,0.734,24.204,6.11925,7.957,35.8355,4.315666666666666,54.518
2023-11-20 23:30:00,0.801,24.217,6.117875,7.9495,35.835,4.306611111111111,54.165
2023-11-21 00:00:00,0.562,24.117,6.1165,7.942,35.953,4.297555555555555,54.321
2023-11-21 00:30:00,0.782,24.147,6.115125,7.964,35.852500000000006,4.288499999999999,54.501
2023-11-21 01:00:00,0.846,23.909,6.11375,7.951,35.752,4.279444444444444,54.045
2023-11-21 01:30:00,2.159,24.012,6.112375,7.998,35.811,4.270388888888888,54.128
2023-11-21 02:00:00,3.064,24.016,6.111,8.011,35.792,4.261333333333333,54.102
2023-11-21 02:30:00,2.589,23.957,6.106,8.008,35.628,4.252277777777778,53.881
2023-11-21 03:00:00,2.692,23.775,6.11,8.015,34.755,4.243222222222222,52.701
2023-11-21 03:30:00,2.682,23.732,6.114,8.004,35.071,4.234166666666666,53.125
2023-11-21 04:00:00,1.683,23.878,6.118,8.017,35.505,4.225111111111111,53.712
2023-11-21 04:30:00,3.471,23.764,6.284,8.045,35.427,4.216055555555555,53.605
2023-11-21 05:00:00,0.573,23.727,6.293384615384615,8.011,35.188,4.207,53.283
2023-11-21 05:30:00,0.939,23.705,6.302769230769231,8.016,35.219,4.197944444444444,53.324
2023-11-21 06:00:00,0.549,23.714,6.312153846153846,8.001,35.123,4.188888888888888,53.195
2023-11-21 06:30:00,0.308,23.729,6.321538461538461,7.966,35.506,4.179833333333333,53.71
2023-11-21 07:00:00,0.116,23.748,6.330923076923077,7.924,35.479,4.1707777777777775,53.675
2023-11-21 07:30:00,0.124,23.796,6.340307692307692,7.953,35.313,4.161722222222222,53.453
2023-11-21 08:00:00,0.132,23.828,6.349692307692307,7.956,35.412,4.152666666666667,53.587
2023-11-21 08:30:00,0.14,23.849,6.359076923076922,7.957,35.562,4.143611111111111,53.789
2023-11-21 09:00:00,0.148,23.856,6.368461538461538,7.971,35.494,4.134555555555555,53.698
2023-11-21 09:30:00,0.156,23.889,6.382538461538461,7.954,35.329,4.120972222222221,53.477
2023-11-21 10:00:00,0.425,23.94,6.396615384615385,8.021,35.303,4.107388888888888,53.443
2023-11-21 10:30:00,1.872,24.003,6.406,8.052,35.153,4.098333333333333,53.243
2023-11-21 11:00:00,1.502,24.032,6.77,8.053,34.539,4.089277777777777,52.416
2023-11-21 11:30:00,2.381,24.133,6.994,8.054,34.852,4.080222222222222,52.841
2023-11-21 12:00:00,1.899,24.459,6.383,8.017,35.407,4.071166666666667,53.597
2023-11-21 12:30:00,2.16,24.532,7.243,8.055,35.104,4.06211111111111,53.191
2023-11-21 13:00:00,3.177,24.5,7.163,8.058,35.212,4.053055555555555,53.336
2023-11-21 13:30:00,4.332,24.449,7.113,8.057,35.689,4.044,53.976
2023-11-21 14:00:00,3.156,24.862,6.952,8.038,35.445,4.057324675324675,53.66
2023-11-21 14:30:00,2.394,24.943,7.035,8.033,35.516,4.07064935064935,53.758
2023-11-21 15:00:00,3.02,25.152,7.327,8.057,35.542,4.083974025974026,53.799
2023-11-21 15:30:00,2.626,25.079,7.243,8.042,35.681,4.097298701298701,53.983
2023-11-21 16:00:00,3.47,25.325,7.332,8.034,35.434,4.110623376623376,53.66
2023-11-21 16:30:00,4.573,25.216,7.019,8.031,35.411,4.123948051948052,53.625
2023-11-21 17:00:00,3.451,25.253,7.404,8.059,35.656,4.137272727272727,53.956
2023-11-21 17:30:00,3.05,25.367,6.8,8.018,35.828,4.150597402597402,54.19
2023-11-21 18:00:00,4.38,25.087,6.911,8.03,35.429,4.163922077922078,53.645
2023-11-21 18:30:00,3.011,25.02,6.639,8.014,35.421,4.177246753246753,53.633
2023-11-21 19:00:00,2.824,25.011,6.481,8.011,35.752,4.190571428571428,54.077
2023-11-21 19:30:00,1.618,24.93,6.199,7.993,35.677,4.203896103896104,53.973
2023-11-21 20:00:00,1.545,24.876,6.205,7.988,35.452,4.217220779220779,53.67
2023-11-21 20:30:00,3.687,24.847,6.306,8.001,35.469,4.230545454545454,53.692
2023-11-21 21:00:00,4.637,24.867,6.585,8.012,35.51,4.24387012987013,53.748
2023-11-21 21:30:00,4.221,24.838,6.638,8.022,35.471,4.257194805194805,53.695
2023-11-21 22:00:00,2.876,24.716,6.593,8.02,35.444,4.27051948051948,53.654
2023-11-21 22:30:00,3.124,24.63,6.645,8.028,35.42,4.283844155844156,53.62
2023-11-21 23:00:00,4.512,24.615,6.72,8.029,35.467,4.297168831168831,53.682
2023-11-21 23:30:00,4.237,24.573,6.457,8.012,35.473,4.310493506493506,53.688
2023-11-22 00:00:00,2.102,24.537,6.194,7.999,35.473,4.323818181818181,53.688
2023-11-22 00:30:00,1.164,24.565,6.24,7.981,35.458,4.337142857142857,53.668
2023-11-22 01:00:00,0.963,24.601,6.286,7.957,35.508,4.350467532467532,53.737
2023-11-22 01:30:00,5.279,24.663,6.332,8.01,35.664,4.363792207792208,53.949
2023-11-22 02:00:00,4.371,24.554,6.367,8.006,35.583,4.377116883116883,53.837
2023-11-22 02:30:00,3.575,24.497,6.32,8.003,35.776,4.390441558441558,54.094
2023-11-22 03:00:00,4.04,24.502,6.356,8.005,35.777,4.403766233766234,54.096
2023-11-22 03:30:00,3.081,24.448,6.494,8.016,35.615,4.417090909090909,53.876
2023-11-22 04:00:00,2.746,24.515,6.419,8.017,35.568,4.430415584415584,53.814
2023-11-22 04:30:00,2.286,24.569,6.455,8.02,35.524,4.44374025974026,53.757
2023-11-22 05:00:00,2.145,24.653,6.267,8.009,35.535,4.457064935064935,53.774
2023-11-22 05:30:00,2.029,24.687,6.065,7.995,35.337,4.47038961038961,53.509
2023-11-22 06:00:00,1.209,24.632,6.07875,7.983,35.278,4.483714285714286,53.428
2023-11-22 06:30:00,0.481,24.637,6.0925,7.965,35.313,4.497038961038961,53.476
2023-11-22 07:00:00,0.816,24.617,6.10625,7.986,35.187,4.510363636363636,53.305
2023-11-22 07:30:00,2.711,24.582,6.12,8.011,35.324,4.523688311688312,53.489
2023-11-22 08:00:00,2.428,24.539,6.281,8.009,35.352,4.537012987012987,53.525
2023-11-22 08:30:00,2.933,24.719,6.261,8.011,35.38,4.550337662337662,53.568
2023-11-22 09:00:00,1.343,24.842,6.624,8.018,35.115,4.563662337662338,53.215
2023-11-22 09:30:00,1.683,24.881,6.743,8.014,34.962,4.583649350649351,53.011
2023-11-22 10:00:00,1.172,24.879,6.516,7.996,35.242,4.603636363636364,53.387
2023-11-22 10:30:00,2.662,24.909,6.403,7.996,35.296,4.616961038961039,53.461
2023-11-22 11:00:00,1.793,24.801,6.538,8.003,35.32,4.630285714285714,53.49
2023-11-22 11:30:00,4.299,25.026,6.588,8.014,35.282,4.643610389610389,53.446
2023-11-22 12:00:00,2.576,24.984,6.905,8.041,35.345,4.656935064935065,53.529
2023-11-22 12:30:00,2.398,25.122,7.274,8.037,35.025,4.67025974025974,53.103
2023-11-22 13:00:00,7.331,25.29,7.936,8.071,35.17,4.683584415584416,53.303
2023-11-22 13:30:00,8.553,25.287,8.158,8.091,35.384,4.696909090909091,53.591
2023-11-22 14:00:00,8.101,25.344,8.16,8.091,35.368,4.710233766233766,53.571
2023-11-22 14:30:00,5.481,25.416,7.912,8.071,35.372,4.723558441558442,53.579
2023-11-22 15:00:00,5.925,25.494,8.0335,8.093,35.346,4.736883116883117,53.546
2023-11-22 15:30:00,6.6425,25.5,8.155,8.092,35.305,4.750207792207792,53.492
2023-11-22 16:00:00,7.36,25.461,8.066,8.088,35.292,4.763532467532468,53.473
2023-11-22 16:30:00,6.655,25.399,7.976,8.088,35.25,4.776857142857143,53.414
2023-11-22 17:00:00,4.507,25.379,7.703,8.071,35.266,4.790181818181818,53.435
2023-11-22 17:30:00,3.621,25.368,7.264,8.051,35.263,4.803506493506494,53.431
2023-11-22 18:00:00,5.636,25.37,7.239,8.057,35.285,4.816831168831169,53.46
2023-11-22 18:30:00,1.81,25.335,6.788,8.007,35.288,4.830155844155844,53.464
2023-11-22 19:00:00,2.462,25.287,6.745,8.041,35.296,4.84348051948052,53.472
2023-11-22 19:30:00,2.791,25.263,6.992,8.036,35.312,4.856805194805195,53.494
2023-11-22 20:00:00,2.915,25.186,6.947,8.034,35.282,4.87012987012987,53.451
2023-11-22 20:30:00,0.924,25.217,6.748,7.939,35.323,4.883454545454546,53.507
2023-11-22 21:00:00,1.146,25.114,6.549,7.997,35.258,4.896779220779221,53.416
2023-11-22 21:30:00,1.689,25.1,6.585,8.005,35.295,4.910103896103896,53.465
2023-11-22 22:00:00,4.778,25.064,7.026,8.04,35.312,4.923428571428572,53.487
2023-11-22 22:30:00,3.246,25.062,6.875,8.025,35.316,4.936753246753247,53.492
2023-11-22 23:00:00,4.469,25.075,6.61,8.016,35.353,4.950077922077922,53.543
2023-11-22 23:30:00,3.498,25.029,6.585,8.009,35.362,4.963402597402598,53.553
2023-11-23 00:00:00,2.563,25.005,6.605,8.006,35.381,4.976727272727273,53.578
2023-11-23 00:30:00,3.089,24.908,6.496,8.013,35.231,4.990051948051948,53.374
2023-11-23 01:00:00,2.273,24.9,6.45,7.997,35.407,5.003376623376624,53.609
2023-11-23 01:30:00,1.205,24.911,6.155,7.991,35.422,5.016701298701299,53.63
2023-11-23 02:00:00,3.239,24.772,6.401,8.007,35.337,5.030025974025974,53.512
2023-11-23 02:30:00,2.851,24.872,6.564,8.007,35.408,5.04335064935065,53.61
2023-11-23 03:00:00,4.261,24.853,6.549,8.008,35.38,5.056675324675325,53.573
2023-11-23 03:30:00,3.735,24.845,6.321,8.0,35.38,5.07,53.572
2023-11-23 04:00:00,3.914,24.772,6.522,8.021,35.379,5.106423076923077,53.569
2023-11-23 04:30:00,3.666,24.848,6.576,8.021,35.368,5.142846153846154,53.556
2023-11-23 05:00:00,3.93,24.812,6.459,8.016,35.425,5.179269230769231,53.632
2023-11-23 05:30:00,2.369,24.819,6.372,8.005,35.412,5.215692307692308,53.614
2023-11-23 06:00:00,1.408,24.792,6.143,7.998,35.417,5.252115384615385,53.621
2023-11-23 06:30:00,2.486,24.789,6.311,8.011,35.418,5.288538461538462,53.621
2023-11-23 07:00:00,1.153,24.79,6.246333333333333,7.988,35.411,5.3249615384615385,53.611
2023-11-23 07:30:00,0.794,24.814,6.181666666666667,7.97,35.416,5.361384615384615,53.62
2023-11-23 08:00:00,1.202,24.853,6.117,7.993,35.411,5.397807692307692,53.614
2023-11-23 08:30:00,1.887,24.93,6.341,8.006,35.429,5.434230769230769,53.64
2023-11-23 09:00:00,1.353,25.037,6.306,8.003,35.439,5.470653846153846,53.658
2023-11-23 09:30:00,1.262,25.215,6.623,8.012,35.436,5.525288461538461,53.659
2023-11-23 10:00:00,1.718,25.538,6.79,8.013,35.384,5.579923076923077,53.599
2023-11-23 10:30:00,1.685,25.633,6.79,8.011,35.487,5.6163461538461545,53.741
2023-11-23 11:00:00,1.822,25.808,6.794,8.008,35.481,5.652769230769231,53.739
2023-11-23 11:30:00,1.482,25.847,6.886,8.01,35.485,5.689192307692308,53.746
2023-11-23 12:00:00,1.737,26.123,6.94,8.008,35.489,5.725615384615385,53.76
2023-11-23 12:30:00,1.658,26.262,7.036,8.012,35.49,5.762038461538462,53.767
2023-11-23 13:00:00,1.721,26.356,7.251,8.019,35.49,5.798461538461539,53.769
2023-11-23 13:30:00,1.836,26.53,7.428,8.028,35.498,5.834884615384616,53.786
2023-11-23 14:00:00,3.456,26.487,7.743,8.061,35.449,5.871307692307693,53.72
2023-11-23 14:30:00,3.7,26.59,8.154,8.068,35.455,5.90773076923077,53.731
2023-11-23 15:00:00,5.128,26.798,8.157399999999999,8.073,35.529,5.944153846153847,53.838
2023-11-23 15:30:00,6.749,26.828,8.1608,8.093,35.525,5.980576923076924,53.834
2023-11-23 16:00:00,5.731,26.779,8.1642,8.076,35.532,6.017,53.842
2023-11-23 16:30:00,5.267,26.734,8.1676,8.075,35.548,6.053423076923077,53.861
2023-11-23 17:00:00,4.767,26.885,8.171,8.067,35.559,6.089846153846154,53.882
2023-11-23 17:30:00,3.925,26.786,8.027,8.073,35.565,6.126269230769231,53.887
2023-11-23 18:00:00,4.473,26.784,7.911,8.06,35.579,6.162692307692308,53.905
2023-11-23 18:30:00,4.38,26.744,7.689,8.054,35.616,6.199115384615385,53.954
2023-11-23 19:00:00,4.354,26.674,7.414,8.048,35.615,6.235538461538462,53.95
2023-11-23 19:30:00,4.712,26.611,7.251,8.046,35.665,6.271961538461539,54.015
2023-11-23 20:00:00,3.231,26.545,7.204,8.029,35.616,6.308384615384616,53.947
2023-11-23 20:30:00,2.698,26.402,6.924,8.029,35.583,6.344807692307692,53.896
2023-11-23 21:00:00,4.673,26.367,6.986,8.047,35.612,6.38123076923077,53.934
2023-11-23 21:30:00,4.27,26.347,6.817,8.032,35.632,6.417653846153847,53.96
2023-11-23 22:00:00,1.405,26.311,6.574,7.993,35.637,6.454076923076924,53.966
2023-11-23 22:30:00,3.157,26.091,6.928,8.029,35.55,6.490500000000001,53.842
2023-11-23 23:00:00,1.95,26.053,6.656,8.005,35.572,6.526923076923078,53.869
2023-11-23 23:30:00,1.753,25.994,6.806,8.005,35.589,6.563346153846155,53.89
2023-11-24 00:00:00,1.977,25.856,6.834,8.011,35.533,6.599769230769232,53.81
2023-11-24 00:30:00,2.569,25.819,6.675,8.012,35.558,6.636192307692308,53.843
2023-11-24 01:00:00,2.484,25.8,6.561,8.001,35.593,6.672615384615385,53.889
2023-11-24 01:30:00,1.636,25.698,6.535,7.962,35.575,6.709038461538462,53.862
2023-11-24 02:00:00,3.744,25.678,6.509,8.009,35.571,6.745461538461539,53.855
2023-11-24 02:30:00,2.894,25.715,6.537,8.008,35.607,6.781884615384616,53.905
2023-11-24 03:00:00,2.615,25.673,6.383,7.995,35.624,6.818307692307693,53.926
2023-11-24 03:30:00,3.618,25.631,6.552,8.008,35.631,6.85473076923077,53.935
2023-11-24 04:00:00,3.071,25.513,6.421,8.001,35.585,6.891153846153847,53.869
2023-11-24 04:30:00,3.464,25.469,6.441,8.005,35.59,6.927576923076924,53.873
2023-11-24 05:00:00,2.583,25.433,6.36,8.001,35.587,6.964,53.869
2023-11-24 05:30:00,3.189,25.403,6.363,8.005,35.602,6.9252112676056345,53.887
2023-11-24 06:00:00,2.787,25.358,6.393,8.013,35.635,6.886422535211268,53.93
2023-11-24 06:30:00,2.529,25.308,6.296,8.007,35.629,6.847633802816902,53.921
2023-11-24 07:00:00,1.756,25.26,6.199,8.003,35.67,6.808845070422535,53.974
2023-11-24 07:30:00,2.315,25.209,6.289,8.014,35.691,6.770056338028169,54.001
2023-11-24 08:00:00,1.37,25.141,6.124,7.995,35.723,6.731267605633803,54.042
2023-11-24 08:30:00,1.712,25.137,6.132,7.989,35.702,6.692478873239437,54.014
2023-11-24 09:00:00,1.653,25.18,6.153,7.995,35.774,6.653690140845071,54.112
2023-11-24 09:30:00,1.433,25.276,6.134,7.987,35.72,6.595507042253521,54.043
2023-11-24 10:00:00,1.773,25.384,6.381,7.991,35.693,6.537323943661972,54.01
2023-11-24 10:30:00,1.332,25.536,6.287,7.99,35.718,6.498535211267606,54.048
2023-11-24 11:00:00,1.189,25.653,6.384,7.987,35.671,6.45974647887324,53.989
2023-11-24 11:30:00,2.089,25.752,6.688,8.004,35.728,6.420957746478874,54.069
2023-11-24 12:00:00,2.533,25.834,6.763,8.011,35.747,6.382169014084507,54.097
2023-11-24 12:30:00,2.604,25.866,6.709,8.007,35.704,6.343380281690141,54.041
2023-11-24 13:00:00,2.506,25.957,7.016,8.023,35.686,6.304591549295775,54.019
2023-11-24 13:30:00,2.121,25.924,7.033,8.023,35.661,6.265802816901409,53.984
2023-11-24 14:00:00,1.906,25.994,6.886,8.019,35.664,6.227014084507043,53.991
2023-11-24 14:30:00,2.178,26.038,7.275,8.03,35.686,6.188225352112676,54.022
